price_usd
30510
82000
49999
30000
12000
12750
27995
70000
30999
87500
13980
33500
19800
21500
8500
9000
6000
53600
11499
55000
135000
16000
8950
18853
71999
46000
20708
41900
21400
11800
10340
52500
76400
81998
28000
10500
13999
15000
21999
13895
30500
40000
17000
20990
14000
32000
43389
41000
29500
49998
7500
10300
22000
23500
79900
32000
15995
17498
53800
12500
26000
33200
115998
85989
24999
12000
32000
16500
22500
20000
46999
36995
42850
27900
18000
28750
46000
21000
15051
150000
10900
73000
47756
11000
12749
57000
36950
65900
24700
12900
65990
42900
15500
48000
42000
324995
57619
39857
44950
46850
29800
50000
150000
9500
11000
43500
27654
34500
17100
15000
29900
62900
18999
13900
26000
197750
15999
44900
28000
15100
56900
18700
6950
274900
41000
17900
19000
87000
22000
17000
37500
13046
44900
42800
63900
55000
47500
72598
39998
7500
24850
37500
29500
27000
78000
4200
62900
39799
24980
15000
81500
18900
14000
15998
49500
18800
96850
77897
104999
29000
28000
9999
34500
13900
8500
257000
45750
32000
49999
35619
77535
44950
34900
12500
10500
4500
65998
28500
24900
65999
37000
10995
17999
28000
59335
101998
8100
25000
43550
194965
45423
10950
7300
26900
18750
6500
53500
29995
98000
24000
159000
7100
35000
41500
36000
64000
13450
29500
21500
60894
39366
75798
134999
14990
88950
210000
22998
47000
24000
75000
32300
63500
28500
17500
13000
42500
20000
33800
34000
42000
9999
24000
20599
36950
9750
38500
12000
24999
10900
18000
19250
45999
33995
13000
32400
35500
15500
24500
60000
52000
28900
7200
14500
64683
24500
26000
48000
22999
58900
13000
11000
26599
64600
43000
12000
23750
36990
73000
8500
34900
39995
32990
66400
124999
12700
65499
45900
22000
16500
33364
132900
29900
46500
36500
51900
20000
35800
15000
147500
31500
71000
65900
56900
23000
46000
68500
24999
18500
52000
24000
28298
10499
47798
55000
24000
9000
104500
12975
22550
14500
44999
7700
4500
10200
49990
24700
209900
4000
13888
21000
12000
32999
22000
9500
22000
17500
6500
12990
39979
59203
12000
17000
5000
37000
96500
14995
23000
36998
45500
37700
41688
2500
44000
18000
31953
32000
11900
13300
5500
45950
17000
113000
19000
17777
40000
28500
38095
10000
42500
21500
13000
55000
15000
30750
35500
29000
61059
23999
40995
37000
60998
73300
36000
31650
10995
20000
8500
49995
26000
13850
17999
51999
40750
197499
21995
15000
229900
6975
56999
7900
8700
67900
69500
24700
215000
9000
26816
53999
112500
7500
48000
108900
12500
39000
49900
54000
4400
7850
10000
41500
39995
64000
6750
31000
119900
38633
15500
35998
63999
9900
15500
28251
10500
39000
28900
26000
6000
18000
31000
38000
26125
91000
25900
91000
9250
79999
17900
75500
9950
15300
114998
29000
26498
16995
38598
71900
51698
21900
43499
185000
38200
5700
14900
80000
19995
39000
19998
29000
61998
67800
4500
33500
21800
9400
8500
15900
32250
15000
39750
16000
9999
49599
10700
9750
18900
18500
11800
53500
84995
13750
34500
9995
45000
7000
25000
9999
36598
42000
17000
9999
14500
66000
19500
39884
26000
80300
16800
5750
6000
83500
11000
4900
38000
37998
37000
44999
59900
30427
39499
89995
133000
27500
52500
27785
31871
38999
46787
17800
6000
30000
16370
6000
48000
17900
97952
16000
14200
64250
49995
20900
11495
41599
33000
11200
48999
42691
8000
99900
27500
8995
22945
18688
8900
6450
67900
39000
20995
33333
30089
44900
21800
16500
18500
19500
15599
13000
18500
34000
115000
78000
30000
30890
54999
68362
28500
29000
15600
54999
15000
20000
15599
52000
23999
14500
9995
115785
30000
31000
7200
50000
16500
36750
149500
17995
35000
12500
79500
18995
16750
82000
39598
12000
75000
10900
30000
47000
50000
47999
48500
39950
10750
3500
17500
19780
24200
27875
26485
29950
42886
34500
77900
32000
59950
5000
54999
38999
37500
6000
39900
5500
19500
29500
15300
10999
34955
39599
13250
56000
42000
16700
123999
269991
43837
36000
44798
51000
27900
50000
12700
70000
195000
104900
12900
22500
48149
15000
26500
81500
21000
15499
12300
65000
31999
32999
80900
29000
78900
38998
74995
209991
32750
17500
29500
10995
66900
64500
90000
66500
40500
68750
31450
29998
40599
37050
39860
17599
289991
28906
13999
31995
110000
22999
47645
54800
38700
6250
59900
21000
30000
21000
10999
28500
111000
6750
40500
175000
35000
35000
5500
41250
114998
171900
9999
26500
48500
34900
8995
95000
84000
30950
35700
38500
32100
45023
7200
71000
62000
36000
18000
12500
9900
29950
15900
16500
52590
35470
25000
34000
45498
8999
27500
23300
73500
8750
40998
24995
15400
299000
28000
47498
27000
46500
63000
30000
25800
57000
45855
45985
7500
26500
47598
43000
46000
59200
50658
26900
64288
9000
48815
32000
209000
19996
47500
42500
33500
65000
27998
27000
44000
56500
81500
39900
44800
49700
44800
2500
18000
15900
12500
42000
26800
17200
16000
16000
28000
13998
14699
27500
25999
42000
89000
27900
29993
43642
12000
42850
83000
23500
12250
46599
20000
36500
65500
18000
16999
62900
27950
26900
124000
25500
99999
14000
6500
6000
5500
12000
32000
37000
20997
39000
29000
25000
49900
28900
68590
11995
25987
66998
42998
6348
19000
47645
272950
55999
24000
209000
14500
90000
29999
13000
37000
29995
27500
21998
26000
55500
13500
38500
11900
23000
449991
34999
9000
22500
33000
54000
179900
26950
61000
20500
70000
73000
32000
33500
39777
33000
85000
37900
61995
18900
56598
36750
4000
25884
39999
113990
38383
32000
55000
42000
59598
36949
7500
42950
5500
19900
83499
8500
33998
44998
10990
60200
25695
31000
15900
11999
30990
3499
12500
11900
35999
78900
51000
35645
98000
40999
43500
16500
29000
8000
66200
25500
28700
65700
13715
33885
49500
20000
103000
35000
86999
30000
54500
70000
11999
36000
14900
3600
27200
7000
27500
38999
24000
23625
45899
35000
68500
43999
8500
38000
267950
38000
40900
21995
57998
39500
82500
24590
64000
25999
10999
18500
38978
19500
15000
32000
6000
31500
10000
40000
62500
43900
8300
18500
319900
59999
44999
10400
2899
12990
37995
36998
9500
13500
10500
148500
89000
12999
113000
49500
3550
37995
14300
49900
7858
69900
19999
50000
15000
10795
16900
49998
18200
99000
40000
21000
13000
45000
52500
13600
259000
5700
25900
81500
17500
42900
7500
35500
15900
23400
46598
18750
14900
41299
22000
32300
8000
28998
11498
21750
24500
20000
43500
47000
107900
9650
54000
90000
106798
21000
18650
4500
11500
48000
49998
43900
25221
50000
34500
36995
108000
29950
103500
62500
29900
23900
16500
31450
34995
11000
21900
18950
104900
135800
54995
17816
17900
20995
51598
85000
36500
17999
23598
48889
36000
15500
41000
12000
15000
68990
130000
30999
53000
25500
42800
7500
41000
17800
279900
12449
35750
24500
53500
95500
34000
49999
37500
28000
7200
54490
5500
41599
6900
47350
109499
34000
96900
35000
28825
43860
27500
13500
45000
9000
22995
157500
22222
48950
25498
142998
9995
24995
37500
34998
12000
25500
17900
38500
17000
27633
46998
7500
41000
59750
60000
43000
41400
21500
48000
25900
179900
220000
11500
66000
14000
24995
12599
30999
37000
10600
20999
35999
22500
36570
89900
52000
6500
7500
122950
42500
29000
105000
37900
12500
133500
9995
32998
14500
68000
37400
108900
29500
19780
5100
6500
44700
15750
46000
48000
29500
58000
32368
55000
47000
28000
2500
77900
29900
488880
55460
75000
17500
15500
349950
31000
18900
21000
20995
18999
67000
46900
32455
12900
25000
30000
56000
23999
25900
125900
4000
74000
40459
12350
39998
92900
32000
21500
44900
34250
36000
21999
16000
40000
57999
13000
26999
10000
129000
26900
67963
67900
37000
54000
23000
16000
22000
77999
15000
44998
6500
34084
33000
31906
67500
71000
11499
18400
90200
44646
238900
15000
38698
77900
20500
156900
28000
166900
72900
169000
76000
36300
25500
27599
37500
10900
259991
49000
43599
22500
29000
17500
64995
67000
10500
26000
6500
28995
79950
36590
9250
14950
26000
9499
92500
26599
27500
48500
9000
37300
17995
26950
61599
34995
6000
37900
21500
38000
144664
50000
9450
26500
99000
16488
15990
28999
72999
62000
71995
15000
65000
11600
91500
18700
56000
18500
13500
8995
18300
32769
21500
38000
25980
60867
29500
45998
188500
35297
13500
12000
82500
41950
38998
28616
11500
16500
15900
19998
18987
55655
42999
23500
36500
14500
25650
59900
16500
10995
21500
7599
88900
9995
140000
25999
18500
56740
116911
56900
29900
3900
52000
29800
42000
39000
7750
9995
4100
10999
50000
13900
49000
14500
23000
40598
11000
130000
48995
59549
76500
38000
35000
20500
6900
35707
30500
23977
26500
16900
94000
67000
20900
26497
38490
15500
19500
11200
49900
43329
41741
11495
20490
19500
17500
9950
53900
12500
25998
7100
24900
20999
23600
36740
11500
10000
5949
18500
47999
32500
60000
83900
55600
27000
23000
39244
12800
14800
19000
28900
35000
209995
17995
46599
45000
15900
22500
25950
9975
69000
62500
22500
54490
15500
87000
72995
4800
44900
7000
39650
29950
7495
42995
18300
18000
93000
45999
17900
16500
143998
33500
48000
31700
61900
10300
87150
29995
67250
24999
41999
25500
95998
31599
50000
34000
92500
10995
4000
16000
44400
19000
34645
84500
2900
26500
25000
16998
2000
46598
15000
52991
37500
42000
51900
131000
16000
15500
28450
39500
27900
33687
13500
49900
33999
10199
4800
27000
69000
35000
4500
40995
52500
9000
13600
12995
144940
60500
6800
19500
7500
19000
59400
92500
68000
23500
8999
18500
74900
21500
19000
17000
20000
57000
68500
7000
7500
24899
8000
8000
29500
27500
8500
29500
41899
98000
42000
23000
60000
8500
54598
45999
67000
27800
139000
57352
71999
29000
93999
92500
40888
73000
19000
105000
11900
35500
27890
36969
3850
279000
12500
35900
21500
52900
28500
4200
17000
13500
11000
30000
8000
4750
47000
38900
11500
34000
22000
18000
39750
29995
15999
22500
71998
26545
26000
32000
24500
53000
26450
14599
20999
57000
73900
13999
46995
13599
46999
3900
22995
39900
78499
9000
54998
18000
10500
124900
43000
40999
12500
65000
15999
25000
65000
65990
69995
27000
18500
35500
37000
29990
29500
64000
34700
20000
11500
33000
43999
19550
8500
128900
50000
24590
25000
72000
68000
22500
32500
22000
132998
36000
80140
53998
85998
37405
29798
65000
27500
15500
17000
129900
24000
15995
74500
17500
27000
17000
35113
40000
124995
11500
26500
18500
28500
22999
39900
9500
68495
3500
31000
45000
7900
42000
45500
14500
47995
49000
43000
33000
16995
26000
60500
134900
18749
59950
30000
12950
17950
24995
49895
47500
42900
4200
13995
38998
46900
16995
92000
25000
3850
91000
29748
32900
85495
22888
9500
56750
41100
32850
22800
25700
15000
37000
9599
66000
172900
69000
139500
119500
41598
124990
26500
26000
10299
50500
25000
45950
35999
29500
15499
91995
69000
55000
30000
51500
82950
31000
15000
17000
8700
38500
24500
27900
9495
28499
10750
92500
60995
35999
33299
65998
34700
29950
5800
42950
33999
80000
50927
18999
22000
15450
19900
7999
44000
30798
44990
61350
44990
84900
6000
41000
48000
10500
9950
72000
36000
12900
217950
35900
279991
12000
159998
30275
33995
29895
10099
5900
129000
39951
114000
32999
38000
22000
8800
29497
87500
16000
53000
11500
4900
15500
43250
29182
52645
12240
94000
75000
22500
82000
29000
16000
53000
32000
29975
19800
41999
18000
70999
18000
154900
27500
43900
16500
10500
71400
19190
90000
134999
58000
21000
12995
9000
23999
8500
46500
38000
14000
28500
24350
69900
15000
13000
27000
35999
46500
38000
12500
75500
6995
19500
34000
44315
35000
3200
16000
39998
49999
36727
40999
99900
8500
89999
26000
61000
31500
29999
8500
226000
83598
97555
31900
14000
29999
20800
95000
43000
50000
17500
95000
43000
15998
10000
10200
59000
53000
48698
25099
47500
73600
28495
35995
45900
12000
11500
51900
49000
76500
99750
58500
22000
28998
34500
64800
20818
55000
32324
42599
55000
46798
48459
52900
20000
53000
40000
46995
6500
17500
50999
73897
41598
36000
28998
28500
9999
82150
29900
86900
6300
17500
185500
16500
17000
21990
21900
31950
39999
62450
47000
46598
19995
48000
11500
17500
23999
20989
18750
12468
29510
3000
25980
19500
65000
78990
46120
6500
229900
58000
43640
9450
33531
23000
44950
24995
68000
37000
30000
37500
19290
23000
67500
62890
35000
13000
12000
20000
51900
28250
47998
45000
44870
12000
14995
12000
8450
64900
26000
25999
10500
44999
16499
34645
46999
76700
24500
40036
41000
114900
9950
15999
12900
16995
30000
10000
4495
103900
79998
35000
25215
42598
31000
27750
47000
32000
10700
134000
12900
31698
36500
41329
34999
15400
72995
35000
54000
33950
38400
19500
16900
24500
99998
22500
89999
32450
30500
254900
28499
47999
11500
54500
52000
11000
73998
33000
